name x y flux1 flux2 flux3 par rv
P01986  -1.012  13.331 1.45e-13 1.01e-13 6.61e-14   0.001   -8.70
P05491  -1.094  13.208 2.86e-17 2.37e-17 1.73e-17   0.002   -4.61
P02623  -1.006  13.061 1.19e-17 1.04e-17 8.98e-18   0.000   -3.78
P04964  -1.002  13.222 4.40e-16 2.88e-16 1.49e-16   0.000  -11.56
P01460  -0.970  13.028 1.22e-13 8.07e-14 4.50e-14   0.002   -6.09
P00589  -0.854   6.900 4.42e-13 2.66e-13 1.22e-13   0.016   -3.98
P02246  -1.066  13.346 1.81e-16 1.15e-16 6.00e-17   0.001   -5.41
P06162  -0.913  13.442 1.04e-17 8.58e-18 6.35e-18   0.002   -3.27
P00122  -0.856  13.115 7.50e-14 4.66e-14 1.97e-14   0.000  -10.56
P03255  -0.914  13.231 1.61e-13 1.04e-13 5.93e-14   0.001   -8.63
P02567  -0.945  13.202 9.25e-14 4.58e-14 2.13e-14   0.002  -10.15
P02002  -0.873  13.258 3.13e-17 2.43e-17 1.85e-17   0.002   -7.58
P04110  -0.799  12.931 8.76e-14 4.54e-14 2.03e-14   0.001   -3.94
P04019  -0.907  13.268 1.46e-15 7.96e-16 4.43e-16  -0.001  -11.25
P01655  -0.921  13.066 3.04e-15 1.41e-15 7.80e-16  -0.000   -7.16
P00304  -0.975  13.239 1.24e-13 1.21e-13 9.26e-14  -0.000   -6.65
P02261  -0.773  14.373 4.98e-15 2.48e-15 1.15e-15  -0.001   -3.61
P02332  -0.827  13.204 6.59e-16 4.14e-16 2.44e-16  -0.000   -6.97
P05683  -0.849  13.220 1.35e-17 1.30e-17 9.94e-18   0.000  -10.68
P04536  -0.895  13.305 3.44e-17 2.87e-17 1.72e-17   0.002   -8.42
P02327  -0.844  13.643 2.35e-17 2.37e-17 1.45e-17  -0.001   -3.41
P05498  -0.907  13.339 5.28e-16 2.90e-16 1.71e-16  -0.000   -4.43
P00494  -0.772  12.942 1.20e-17 1.04e-17 8.24e-18   0.001   -7.19
P02486  -0.822  13.391 3.67e-17 2.89e-17 1.90e-17   0.001   -5.13
P03039  -0.787  13.251 7.93e-16 5.35e-16 2.43e-16   0.003   -9.44
P02894  -0.852   6.021 3.04e-12 1.70e-12 7.91e-13   0.035   -4.10
P00687  -0.664  13.279 1.39e-13 1.12e-13 6.69e-14   0.002   -4.43
P03911  -0.708  12.925 9.30e-15 4.49e-15 2.05e-15   0.000   -5.47
P03337  -0.693  13.193 1.65e-16 1.26e-16 6.57e-17   0.002   -8.37
P01584  -0.673  13.240 1.55e-13 9.33e-14 5.28e-14   0.003   -6.88
P04808  -0.725  13.028 2.84e-15 1.41e-15 7.14e-16   0.002   -8.68
P05195  -0.694  12.761 1.22e-16 8.55e-17 5.09e-17   0.002   -6.57
P03190  -0.585  13.206 1.80e-15 1.03e-15 4.93e-16   0.001   -5.22
P03300  -0.639  12.516 2.36e-14 4.35e-14 6.34e-14  -0.000   -0.39
P06199  -0.714  13.097 1.17e-17 1.14e-17 8.78e-18   0.003   -8.77
P02973  -0.507  13.288 1.96e-17 1.83e-17 1.22e-17   0.001   -4.56
P05747  -0.729  13.158 3.00e-17 2.68e-17 1.83e-17   0.003   -8.71
P00679  -0.529  12.403 1.87e-16 1.32e-16 5.83e-17   0.001   -3.45
P01368  -0.609  13.148 1.34e-13 9.76e-14 5.23e-14   0.002   -5.88
P03857  -0.631  13.385 7.87e-17 5.91e-17 3.50e-17   0.001   -4.54
P02058  -0.542  13.222 1.53e-13 1.36e-13 9.50e-14   0.002   -7.04
P04646  -0.685  12.371 2.26e-16 1.41e-16 8.66e-17  -0.000   -1.02
P05228  -0.573  13.607 1.12e-13 5.77e-14 3.01e-14   0.002   -3.92
P01360  -0.463  13.178 4.53e-16 2.90e-16 1.43e-16   0.000   -8.27
P04446  -0.508  13.242 7.73e-16 4.58e-16 2.22e-16   0.002   -8.20
P04024  -0.439  13.386 1.75e-17 1.47e-17 1.11e-17   0.000   -5.80
P01980  -0.379  14.761 7.95e-17 6.35e-17 3.48e-17   0.000   -3.97
P03245  -0.451  11.857 6.20e-14 3.13e-14 1.67e-14   0.000   -1.97
P05414  -0.359  13.440 1.53e-13 1.40e-13 7.67e-14   0.001   -7.43
P01716  -0.411  13.495 8.62e-17 6.56e-17 3.94e-17   0.003   -4.40
P06061  -0.463  12.843 7.73e-15 4.25e-15 1.82e-15   0.001   -7.11
P05117  -0.392  13.061 4.00e-17 3.33e-17 2.26e-17  -0.000   -6.48
P05556  -0.426  13.263 6.96e-14 3.75e-14 1.57e-14   0.001   -7.31
P04822  -0.304  13.487 3.10e-17 2.43e-17 1.86e-17  -0.001   -5.45
P03321  -0.306  13.343 1.67e-13 1.36e-13 9.71e-14   0.001   -5.53
P03800  -0.447  12.414 1.01e-17 8.76e-18 6.69e-18   0.002   -0.21
P04130  -0.239  13.582 3.16e-16 2.35e-16 1.30e-16   0.002   -3.60
P02720  -0.304  13.249 3.13e-16 1.74e-16 9.84e-17   0.001   -6.70
P03968  -0.150  13.202 1.25e-17 1.27e-17 1.01e-17   0.002   -7.17
P00827  -0.096  11.991 2.62e-15 1.34e-15 5.72e-16   0.000   -1.88
P05212  -0.214  12.796 1.03e-13 7.59e-14 2.97e-14   0.002   -1.19
P05987  -0.111  13.058 1.01e-13 1.15e-13 9.65e-14   0.001   -7.20
P03771  -0.205  13.053 8.91e-15 4.57e-15 2.14e-15   0.002   -7.15
P06195  -0.146  12.479 5.05e-16 2.82e-16 1.41e-16   0.001   -0.08
P01367  -0.003  13.263 2.41e-15 1.49e-15 5.97e-16   0.001   -6.58
P03878  -0.022  13.217 6.96e-14 3.47e-14 1.67e-14   0.001   -7.01
P02707  -0.103  12.700 7.76e-15 3.83e-15 1.88e-15   0.000   -4.75
P01019  -0.067  14.060 6.70e-14 3.44e-14 1.48e-14  -0.001   -3.66
P04429  -0.116  13.108 2.05e-17 2.03e-17 1.27e-17  -0.000   -7.04
P02795  -0.037  12.946 1.78e-16 1.10e-16 6.42e-17   0.003   -6.64
P01496  -0.031  12.474 2.67e-15 1.37e-15 7.31e-16  -0.001   -4.07
