name x y flux1 flux2 flux3 par rv
P05651  -1.615  23.974 9.69e-17 6.90e-17 3.67e-17  -0.001    1.18
P03898  -1.696  16.973 3.16e-16 1.94e-16 1.05e-16  -0.000    6.02
P02049  -1.574  17.086 4.52e-15 2.18e-15 9.80e-16   0.003   -3.29
P04606  -1.480  16.702 1.41e-16 9.46e-17 5.32e-17  -0.000   -3.27
P01910  -1.630  17.835 4.20e-15 1.93e-15 8.80e-16   0.001   -2.03
P02931  -1.495  17.298 6.01e-16 3.16e-16 1.60e-16   0.002   -6.32
P02272  -1.513  16.777 1.83e-16 1.20e-16 6.50e-17   0.001  -12.91
P05917  -1.525  17.320 1.11e-13 7.74e-14 5.29e-14   0.002   -0.79
P04575  -1.546  16.863 7.19e-14 8.15e-14 6.48e-14   0.001   12.70
P02868  -1.561  18.883 1.42e-15 7.04e-16 3.50e-16  -0.000    3.33
P01897  -1.526  16.702 6.40e-17 4.61e-17 2.85e-17   0.000   44.51
P00520  -1.355  17.588 1.69e-15 8.73e-16 4.48e-16   0.001   -1.17
P02050  -1.600  16.640 6.40e-14 3.22e-14 1.60e-14   0.002  -10.77
P01017  -1.516  18.041 2.84e-16 1.62e-16 9.21e-17   0.000   -2.13
P02029  -1.618  17.355 4.84e-17 3.52e-17 2.22e-17   0.001   -7.42
P05021  -1.478  16.511 4.98e-14 2.65e-14 1.14e-14   0.001   -2.44
P01593  -1.379  19.648 6.78e-16 3.82e-16 2.06e-16   0.001   -1.14
P04612  -1.481  16.681 1.67e-17 1.39e-17 9.36e-18   0.001   -6.07
P01908  -1.640  16.337 2.07e-15 1.14e-15 5.23e-16   0.001   -2.42
P03825  -1.512  18.935 4.38e-15 2.02e-15 1.02e-15   0.001    3.09
P00911  -1.496  18.033 3.91e-15 2.04e-15 8.96e-16  -0.001   -1.06
P03601  -1.631  24.281 2.41e-16 1.48e-16 8.10e-17   0.001    1.56
P00883  -1.465  19.067 3.49e-16 1.98e-16 1.05e-16  -0.002    3.40
P02467  -1.568  16.038 1.57e-17 1.34e-17 9.80e-18   0.002   -3.29
P05405  -1.509  18.949 4.47e-16 2.73e-16 1.44e-16   0.002    3.20
P02709  -1.412  18.801 5.22e-17 3.92e-17 2.30e-17  -0.000    0.90
P03498  -1.402  16.987 1.17e-16 7.88e-17 4.49e-17   0.002   11.12
P05380  -1.497  15.914 1.01e-13 8.02e-14 4.94e-14   0.001   -4.14
P01631  -1.507  16.969 4.83e-14 2.60e-14 1.24e-14   0.002   -2.88
P03267  -1.451  16.153 4.73e-14 2.42e-14 1.03e-14   0.002   -3.34
P00458  -1.485  17.875 1.45e-16 9.37e-17 5.42e-17   0.001   -2.42
P02944  -1.497  18.853 5.50e-17 3.64e-17 2.27e-17  -0.000    1.50
P01418  -1.443  18.976 2.64e-15 1.34e-15 5.67e-16   0.001    2.87
P04076  -1.474  16.872 5.37e-14 2.63e-14 1.23e-14   0.002  -14.77
P05619  -1.337  18.106 1.07e-16 7.55e-17 4.35e-17  -0.002   -1.15
P05391  -1.451  16.742 3.62e-15 1.80e-15 8.09e-16   0.000  -10.95
P02983  -1.465  16.761 4.66e-17 3.61e-17 1.99e-17   0.001  -10.29
P01381  -1.386  16.065 3.00e-16 1.84e-16 9.43e-17  -0.000   -3.32
P00730  -1.509  16.412 4.70e-14 2.54e-14 1.33e-14   0.002   -4.34
P04898  -1.363  17.226 5.84e-16 3.27e-16 1.73e-16  -0.001   -6.00
P05332  -1.370  16.876 6.09e-16 3.28e-16 1.54e-16  -0.000   -4.29
P02273  -1.592  17.443 8.21e-14 8.02e-14 4.95e-14   0.001   -7.67
P05179  -1.549  16.940 4.97e-16 2.63e-16 1.54e-16   0.001   -8.97
P03475  -1.398  16.673 4.63e-17 3.63e-17 2.33e-17   0.001   -3.20
P02142  -1.479  18.169 4.18e-14 2.16e-14 9.27e-15   0.001   -2.16
P03818  -1.495  23.687 3.32e-14 1.86e-14 8.72e-15   0.000    1.05
P03123  -1.461  16.707 1.18e-15 6.32e-16 3.36e-16   0.001  -11.82
P01970  -1.529  17.097 4.88e-16 2.83e-16 1.51e-16  -0.001   -3.87
P00813  -1.360  16.538 1.99e-17 1.73e-17 1.12e-17   0.000   -5.85
P03675  -1.432  19.015 9.04e-14 8.40e-14 6.68e-14   0.001    3.27
P02541  -1.400  18.928 9.50e-14 6.04e-14 3.19e-14   0.001    3.13
P01003  -1.533  16.998 1.41e-16 9.20e-17 5.48e-17   0.001   -0.58
P02133  -1.549  17.048 5.38e-14 2.93e-14 1.29e-14   0.001   -1.39
P05865  -1.384  16.944 4.39e-15 2.16e-15 9.65e-16   0.000   -3.40
P00965  -1.291  17.869 2.80e-16 1.61e-16 8.76e-17  -0.001   -0.82
P01100  -1.410  17.100 1.02e-17 8.48e-18 6.25e-18  -0.002   -3.70
P04274  -1.445  17.687 1.36e-15 7.72e-16 3.53e-16   0.001   -3.67
P06175  -1.423  16.512 4.23e-16 2.27e-16 1.14e-16   0.000   -2.90
P05535  -1.485  19.331 1.32e-16 8.80e-17 4.76e-17  -0.000    1.41
P03693  -1.363  16.571 9.62e-14 5.76e-14 2.94e-14  -0.001   -7.88
P05079  -1.337  17.111 2.49e-15 1.37e-15 6.07e-16   0.002  -30.32
P03797  -1.257  16.905 1.11e-17 1.04e-17 6.13e-18   0.000  -10.25
P00090  -1.365  16.747 1.32e-16 9.52e-17 4.84e-17  -0.000   -6.74
P03306  -1.375  17.177 2.70e-15 1.43e-15 6.59e-16   0.001   -1.24
P02084  -1.424  18.980 3.90e-15 1.86e-15 8.54e-16  -0.002    3.61
P04051  -1.294  17.011 4.27e-17 3.29e-17 2.08e-17   0.003   -2.52
P03523  -1.249  20.062 4.77e-16 2.82e-16 1.49e-16   0.002   -1.34
P01498  -1.468  18.312 1.04e-14 2.31e-14 3.91e-14   0.002   -1.28
P02414  -1.306  17.743 2.65e-15 1.32e-15 5.55e-16   0.000   -3.53
P05559  -1.315  16.702 5.68e-14 2.94e-14 1.44e-14   0.000   -8.07
P02569  -1.402  23.809 3.61e-15 1.82e-15 8.62e-16   0.002    1.57
P05462  -1.366  15.659 1.50e-16 9.79e-17 5.59e-17  -0.000   -3.15
P03075  -1.343  19.232 8.18e-17 5.95e-17 3.34e-17   0.001    0.94
P02226  -1.313  16.590 1.30e-17 1.07e-17 8.19e-18   0.003   -6.68
P05052  -1.315  18.995 5.68e-17 4.10e-17 2.63e-17  -0.000    4.17
P00551  -1.339  16.935 3.27e-17 2.64e-17 1.62e-17   0.002   -3.74
P02249  -1.346  17.593 4.31e-17 3.26e-17 2.22e-17   0.002   -4.67
P01338  -1.081  17.257 6.29e-16 3.75e-16 1.66e-16   0.000   -5.90
P04406  -1.249  19.348 1.94e-15 9.11e-16 4.41e-16   0.001    1.57
P01010  -1.292  17.174 9.05e-14 8.14e-14 5.45e-14   0.000   -4.58
P00972  -1.153  16.948 6.18e-14 3.30e-14 1.66e-14   0.002   -3.85
P00888  -1.260  19.179 5.32e-14 2.71e-14 1.23e-14   0.001    4.66
P04576  -1.333  24.648 2.89e-16 1.77e-16 8.61e-17  -0.000    0.76
P00760  -1.294  16.020 6.54e-17 4.88e-17 2.87e-17  -0.000   -4.40
P03770  -1.271  17.369 2.48e-17 1.98e-17 1.26e-17   0.002   -1.29
P03587  -1.318  17.051 7.61e-14 4.86e-14 2.55e-14   0.001   -5.00
P01867  -1.163  18.742 2.59e-15 1.28e-15 5.66e-16   0.001    1.74
P02154  -1.213  16.225 4.75e-17 3.88e-17 2.21e-17   0.001   -4.37
P02449  -1.251  16.590 1.40e-16 9.34e-17 5.01e-17   0.000   -7.07
P05330  -1.316  19.550 8.84e-14 4.96e-14 2.36e-14   0.000    7.13
P00367  -1.160  18.888 2.47e-15 1.24e-15 5.34e-16   0.001    4.26
P04564  -1.292  17.316 5.68e-14 3.04e-14 1.48e-14   0.000   -6.10
P05527  -1.255  24.606 2.27e-15 1.10e-15 5.03e-16   0.001    0.83
P03558  -1.313  17.727 1.07e-13 6.83e-14 4.55e-14   0.002   -3.23
P04989  -1.112  16.351 7.49e-17 5.60e-17 3.08e-17   0.002   -2.73
P05106  -1.307  19.650 6.54e-14 3.67e-14 1.84e-14   0.001   -1.33
P03540  -1.211  19.100 1.25e-17 1.07e-17 7.76e-18   0.001    3.34
P03902  -1.212  18.830 9.00e-14 8.11e-14 6.17e-14   0.002   -0.17
P04664  -1.286  19.318 2.51e-16 1.53e-16 8.45e-17   0.001    0.74
P04016  -1.162  18.955 2.12e-15 1.05e-15 5.05e-16  -0.000   -0.61
P06225  -1.157  24.699 4.96e-17 3.56e-17 2.15e-17   0.000    0.81
P04997  -1.171  24.121 1.31e-16 8.44e-17 4.23e-17   0.001    1.54
P05979  -1.169  17.740 1.01e-13 8.59e-14 5.51e-14  -0.001   -1.07
P00089  -1.261  17.001 4.78e-16 2.84e-16 1.36e-16   0.001   -3.03
P03449  -1.387  19.378 1.31e-15 7.47e-16 3.31e-16   0.002    2.72
P01808  -1.194  19.352 3.15e-17 2.50e-17 1.62e-17   0.001    3.14
P01552  -1.185  16.133 4.41e-16 2.52e-16 1.26e-16  -0.000   -4.02
P01866  -1.214  17.228 1.33e-15 7.44e-16 3.36e-16   0.000   -3.07
P01274  -1.124  19.111 9.19e-14 9.45e-14 6.38e-14   0.001    4.21
P03316  -1.177  16.922 5.24e-15 2.92e-15 1.26e-15   0.002   -4.18
P00438  -1.229  16.912 4.81e-14 2.54e-14 1.34e-14   0.001   -8.40
P02891  -1.234  19.143 2.60e-15 1.38e-15 5.84e-16  -0.000    0.89
P04681  -1.124  19.542 7.92e-17 5.83e-17 3.48e-17  -0.001   -1.25
P04785  -1.128  19.050 1.47e-15 7.18e-16 3.56e-16   0.001    1.33
P03240  -1.299  19.225 5.28e-14 2.77e-14 1.32e-14   0.002    7.04
P01141  -1.181  16.930 1.26e-15 6.53e-16 3.22e-16   0.001   -3.91
P05110  -1.011  19.367 6.17e-16 3.80e-15 1.17e-14  -0.001    0.68
P03357  -1.175  15.622 7.55e-15 7.46e-15 5.31e-15   0.020   -2.20
P04366  -1.124  16.725 6.01e-14 6.71e-14 6.94e-14   0.001   -5.36
P01532  -1.113  17.052 6.36e-14 3.21e-14 1.68e-14  -0.001   -3.97
P02625  -1.048  20.031 3.16e-16 1.95e-16 1.09e-16   0.001   -1.66
P03067  -1.046  19.289 2.64e-15 1.43e-15 6.32e-16  -0.001    7.60
P05105  -1.197  16.064 1.29e-15 6.85e-16 3.13e-16   0.000   -4.42
P02364  -1.125  17.129 1.99e-16 1.31e-16 7.08e-17   0.002   -2.09
P04282  -0.983  19.307 7.22e-16 4.23e-16 2.09e-16  -0.001    1.55
P00733  -1.020  18.594 1.12e-16 7.02e-17 3.98e-17   0.002   -2.13
P02611  -1.013  18.977 6.25e-16 4.04e-16 1.91e-16   0.001    0.45
P01115  -1.158  17.013 1.85e-16 1.17e-16 6.19e-17  -0.001   -4.73
P06025  -1.112  16.945 4.68e-14 2.21e-14 9.66e-15  -0.001   -3.19
P01614  -1.093  17.278 1.84e-17 1.71e-17 1.07e-17   0.001   -2.04
P05096  -1.008  19.947 1.16e-16 8.56e-17 4.58e-17   0.000   -1.52
P05784  -1.060  19.325 1.93e-16 1.24e-16 6.90e-17   0.001   10.50
P03266  -1.091  17.166 1.84e-16 1.09e-16 5.39e-17  -0.000   -4.85
P05944  -1.154  19.392 6.69e-14 3.24e-14 1.56e-14   0.002   15.40
P04875  -1.135  19.103 3.54e-16 2.14e-16 1.14e-16  -0.001    0.38
P04601  -1.164  17.483 2.60e-16 1.64e-16 7.88e-17  -0.001   -5.74
P02437  -1.121  18.964 6.78e-14 3.82e-14 1.79e-14   0.001    5.70
P05356  -1.090  16.378 3.38e-17 2.80e-17 1.56e-17   0.001   -3.99
P00926  -1.142  19.237 4.01e-16 2.43e-16 1.30e-16   0.001    4.97
P02247  -0.992  17.159 3.90e-14 2.05e-14 1.00e-14   0.002   -5.18
P01733  -1.065  23.653 1.67e-16 1.13e-16 5.40e-17   0.002    1.52
P01669  -1.033  16.884 3.81e-17 3.24e-17 1.95e-17   0.001   -4.35
P04643  -1.035  19.209 9.57e-14 5.95e-14 3.02e-14   0.001   11.35
P00666  -1.009  18.990 9.04e-17 5.66e-17 3.54e-17   0.001    1.01
P04272  -1.124  20.124 9.14e-16 5.37e-16 2.75e-16  -0.000   -1.54
P04380  -1.052  19.216 2.33e-15 1.17e-15 5.38e-16  -0.001    3.20
P04174  -0.885  17.905 5.20e-14 2.76e-14 1.43e-14   0.003   -1.48
P04238  -0.976  19.140 6.67e-16 3.63e-16 1.81e-16   0.001    6.18
P03058  -1.033  19.365 1.58e-15 8.31e-16 3.73e-16  -0.001    4.52
P05922  -1.006  16.234 3.81e-17 2.95e-17 1.85e-17   0.002   -2.90
P05568  -0.991  19.079 1.52e-16 1.03e-16 5.46e-17  -0.000    1.85
P02632  -0.889  16.457 1.81e-15 9.39e-16 4.12e-16   0.001   -6.10
P01199  -0.939  19.392 2.86e-15 1.39e-15 7.24e-16   0.001   -1.59
P02259  -1.097  19.624 5.26e-16 3.13e-15 1.17e-14   0.001   -3.54
P06179  -0.984  16.706 7.28e-16 4.13e-16 2.06e-16  -0.000   -6.00
P02737  -0.992  19.039 1.83e-17 1.32e-17 9.99e-18   0.001    0.45
P03332  -1.059  18.243 1.30e-15 6.87e-16 3.28e-16  -0.000   -2.65
P01284  -1.090  17.464 1.88e-16 1.29e-16 6.90e-17  -0.000   -3.03
P03078  -1.196  18.691 3.20e-15 1.57e-15 7.91e-16   0.002    0.78
P01533  -0.940  19.427 5.39e-15 2.58e-15 1.13e-15   0.000   -5.47
P02152  -0.953  19.201 1.84e-16 1.22e-16 6.80e-17   0.002   -7.04
P04874  -0.898  19.250 2.44e-16 1.57e-16 8.06e-17   0.001   -7.77
P01579  -0.997  16.274 2.47e-16 1.43e-16 7.98e-17  -0.000   -5.56
P04055  -0.930  19.330 4.51e-14 2.20e-14 1.06e-14   0.001    2.60
P00308  -0.975  17.211 1.38e-17 1.22e-17 8.46e-18   0.002   -2.79
P00329  -0.950  18.065 8.64e-17 5.64e-17 3.67e-17   0.004   -2.67
P05317  -1.073  23.876 1.84e-17 1.44e-17 1.01e-17  -0.001    1.54
P04287  -0.880  19.136 1.01e-17 9.37e-18 6.52e-18  -0.000   30.46
P05635  -0.957  19.167 3.89e-15 1.88e-15 9.69e-16  -0.000    4.14
P05291  -0.901  19.178 4.45e-15 2.30e-15 1.04e-15   0.001   -1.48
P05425  -0.891  16.489 5.03e-16 2.99e-16 1.60e-16   0.000   -5.92
P04846  -0.804  16.471 6.48e-14 3.76e-14 1.81e-14   0.002   -5.97
P03344  -0.961  19.477 1.08e-15 5.78e-16 3.02e-16  -0.000   -5.21
P02413  -0.905  19.646 6.26e-16 3.66e-16 1.85e-16   0.002   -2.20
P03382  -0.831  19.371 8.80e-14 8.36e-14 6.58e-14  -0.001  -11.88
P01887  -0.887  16.049 1.34e-16 9.00e-17 5.19e-17   0.001   -3.96
P02071  -0.870  19.268 1.30e-17 1.15e-17 8.00e-18   0.001   -8.59
P00633  -0.772  19.174 4.70e-16 3.05e-16 1.54e-16   0.003  -18.53
P04609  -0.881  19.366 9.41e-16 5.14e-16 2.49e-16   0.003   -7.50
P04215  -0.951  19.267 1.30e-17 1.08e-17 7.69e-18  -0.000  -12.87
P01626  -0.950  16.211 7.68e-16 4.46e-16 2.12e-16   0.001   -5.63
P04634  -0.954  19.297 4.74e-16 2.77e-16 1.38e-16   0.002   -4.78
P03185  -0.856  19.100 1.70e-16 1.08e-16 5.83e-17  -0.001   -2.70
P01327  -0.839  19.199 3.20e-16 2.16e-16 1.08e-16   0.001  -10.03
P01160  -0.808  19.518 2.36e-16 1.49e-16 8.08e-17   0.002   -2.81
P02799  -0.821  18.988 7.21e-17 4.95e-17 3.21e-17  -0.002   -1.45
P04138  -0.853  19.199 1.28e-17 1.16e-17 7.66e-18   0.002   -7.30
P01922  -0.916  17.776 5.87e-15 2.58e-15 1.16e-15   0.001   -3.96
P03174  -0.787  17.983 4.72e-16 3.07e-16 1.61e-16  -0.001   -3.20
P00842  -0.838  19.143 1.04e-13 8.17e-14 4.35e-14  -0.001   -1.68
P04533  -0.834  19.305 9.90e-16 5.00e-16 2.65e-16   0.001  -10.53
P03034  -0.773  19.235 2.02e-16 1.35e-16 7.56e-17   0.000  -14.16
P04045  -0.747  16.677 5.65e-17 4.44e-17 2.70e-17  -0.002   -4.28
P05277  -0.900  19.723 3.37e-17 2.56e-17 1.71e-17   0.001   -3.35
P00866  -0.643  17.396 4.41e-14 6.52e-14 6.56e-14   0.001   -2.02
P00269  -0.747  19.191 2.10e-15 1.18e-15 5.30e-16   0.001   -1.94
P04743  -0.722  18.551 5.47e-16 3.01e-16 1.58e-16   0.003   -2.42
P02500  -0.869  17.119 7.16e-17 5.00e-17 3.04e-17   0.001   -5.23
P03526  -0.782  16.610 8.64e-14 5.93e-14 3.25e-14   0.001   -5.64
P06138  -0.653  19.167 7.60e-14 8.35e-14 6.44e-14   0.000   -6.20
P04921  -0.729  19.147 4.05e-17 3.46e-17 2.20e-17   0.001   -3.05
P02966  -0.724  17.708 1.12e-16 8.12e-17 4.09e-17   0.001   -4.32
P02549  -0.758  16.977 1.68e-15 8.82e-16 4.18e-16   0.000   -5.23
P05238  -0.717  19.132 1.83e-17 1.36e-17 1.00e-17   0.000   -2.24
P02390  -0.632  15.684 2.23e-17 1.78e-17 1.21e-17   0.002   -4.64
P06211  -0.765  19.235 2.11e-17 1.77e-17 1.25e-17  -0.001   -5.49
P01014  -0.718  19.510 3.34e-16 2.04e-16 1.20e-16   0.002   -6.85
P00223  -0.477  17.158 1.37e-17 1.15e-17 8.03e-18  -0.000   -2.71
P03119  -0.604  18.040 6.19e-14 3.30e-14 1.63e-14   0.000   -3.16
P01227  -0.627  19.386 1.15e-16 8.58e-17 4.90e-17   0.000   -4.87
P04569  -0.717  16.772 1.41e-16 8.91e-17 5.34e-17   0.001   -4.02
P04049  -0.547  16.757 7.88e-14 4.94e-14 2.61e-14   0.001   -3.56
P04939  -0.834  19.998 1.55e-15 9.06e-16 4.10e-16  -0.000   -4.24
P00401  -0.606  16.026 3.95e-14 2.04e-14 8.82e-15   0.001   -5.11
P03464  -0.643  23.272 1.76e-14 2.85e-14 3.44e-14   0.000    1.59
P00655  -0.758  19.487 6.32e-17 4.57e-17 2.69e-17   0.001   -6.84
P03685  -0.679  19.586 2.28e-15 1.16e-15 5.65e-16   0.000   -3.71
P00065  -0.699  18.984 1.11e-17 9.54e-18 7.04e-18  -0.000   -2.06
P00989  -0.755  17.302 2.07e-15 1.08e-15 4.98e-16  -0.001   -2.31
P03000  -0.669  16.669 1.35e-17 1.23e-17 8.47e-18   0.002   -4.56
P05729  -0.508  15.417 7.14e-14 3.57e-14 1.92e-14  -0.001   -4.28
P01260  -0.604  23.606 1.62e-15 8.76e-16 3.95e-16   0.001    1.88
P04882  -0.542  19.130 5.78e-14 3.06e-14 1.38e-14   0.001   -3.14
P02815  -0.675  23.196 8.77e-17 6.05e-17 3.07e-17  -0.000    0.75
P01521  -0.673  19.515 1.14e-13 8.71e-14 5.52e-14   0.000   -6.47
P04038  -0.585  23.767 4.01e-14 2.38e-14 1.00e-14   0.002    1.88
P04860  -0.453  19.963 7.31e-17 5.25e-17 3.30e-17   0.001   -5.38
P00168  -0.461  15.566 1.50e-15 8.26e-16 3.98e-16   0.002   -4.78
P02056  -0.437  18.486 1.07e-13 8.36e-14 5.55e-14   0.001   -2.49
P01182  -0.564  19.082 1.25e-17 1.14e-17 7.79e-18  -0.001   -2.02
P04250  -0.476  18.495 8.41e-16 4.30e-16 2.41e-16   0.000   -2.70
P00567  -0.427  16.147 4.84e-16 3.06e-16 1.66e-16   0.001   -5.19
P01616  -0.474  15.141 8.58e-14 8.37e-14 5.02e-14   0.001   -3.67
P01047  -0.453  19.450 1.16e-16 7.33e-17 4.40e-17   0.002   -5.07
P06052  -0.442  17.931 1.05e-13 5.89e-14 3.60e-14   0.003   -3.52
P03639  -0.345  19.213 6.02e-14 3.30e-14 1.46e-14   0.001   -2.32
P02322  -0.406  23.798 2.10e-17 1.60e-17 1.05e-17   0.002    1.59
P03835  -0.337  16.807 4.72e-14 6.60e-14 6.78e-14  -0.000   -3.61
P02509  -0.354  19.546 2.37e-16 1.62e-16 8.09e-17   0.001   -4.18
P02907  -0.465  17.921 1.16e-15 6.06e-16 2.74e-16   0.002   -3.77
P01672  -0.360  19.604 1.37e-15 7.09e-16 3.35e-16   0.002   -5.94
P01325  -0.307  18.503 8.68e-17 6.32e-17 3.70e-17   0.000   -2.73
P04359  -0.246  15.170 2.02e-17 1.71e-17 1.37e-17   0.000   -2.61
P02224  -0.284  18.967 5.35e-14 2.95e-14 1.40e-14   0.001   -2.24
P03925  -0.111  23.261 4.79e-16 2.43e-16 1.24e-16   0.002    2.11
P01424  -0.379  23.392 6.85e-16 3.94e-16 1.98e-16  -0.000    0.96
P02900  -0.297  19.646 1.15e-15 6.49e-16 3.05e-16  -0.001   -5.65
P04053  -0.243  16.602 7.88e-16 4.45e-16 2.42e-16   0.000   -4.06
P01012  -0.359  17.516 7.10e-16 4.26e-16 2.22e-16   0.000   -2.33
P05185  -0.258  19.476 2.71e-15 1.49e-15 6.10e-16   0.001   -5.73
P01253  -0.279  23.113 2.00e-15 9.35e-16 4.49e-16  -0.000    1.17
P00332  -0.203  23.791 5.87e-16 3.14e-16 1.62e-16   0.002    0.97
P05630  -0.366  15.711 8.81e-14 7.15e-14 4.41e-14   0.002   -3.16
P00724  -0.219  16.180 3.01e-15 1.38e-15 7.36e-16   0.001   -4.85
P01347  -0.231  24.236 1.67e-16 1.09e-16 6.10e-17  -0.000    0.20
P04546  -0.308  20.080 9.46e-17 6.65e-17 3.38e-17   0.003   -3.37
P01538  -0.241  16.951 7.78e-14 7.47e-14 5.85e-14   0.001   -4.51
P03303  -0.305  19.670 1.05e-15 5.52e-16 2.84e-16  -0.001   -4.97
P01522  -0.153  17.451 2.04e-16 1.18e-16 6.68e-17   0.001   -2.48
P02336  -0.258  15.450 7.80e-16 4.30e-16 2.11e-16   0.001   -4.60
P00118  -0.132  15.861 1.39e-17 1.07e-17 7.95e-18   0.001   -3.95
P02790  -0.106  16.276 1.54e-17 1.34e-17 9.57e-18  -0.000   -4.38
P00767  -0.132  16.322 4.94e-17 3.58e-17 2.23e-17   0.001   -4.79
P05099  -0.093  23.454 1.36e-17 1.09e-17 7.84e-18   0.001    1.84
P04987  -0.201  23.300 3.82e-16 2.46e-16 1.10e-16   0.000    2.35
P00967  -0.090  19.903 9.51e-16 5.96e-16 2.65e-16  -0.000   -3.87
P05336  -0.101  16.955 2.83e-16 1.89e-16 1.03e-16   0.002   -3.04
P04186  -0.001  15.940 4.80e-16 2.71e-16 1.39e-16   0.000   -4.01
P05829  -0.045  17.161 2.87e-15 1.51e-15 6.76e-16   0.002   -4.61
P00318  -0.003  15.541 5.79e-14 2.72e-14 1.49e-14  -0.001   -4.68
P00962  -0.026  17.214 1.71e-15 8.97e-16 3.96e-16   0.000   -4.61
P01170  -0.041  23.372 3.45e-15 9.91e-15 2.02e-14   0.000    1.94
P03879  -0.102  17.262 9.67e-14 5.55e-14 3.12e-14   0.000   -4.60
P04591  -0.090  20.468 3.37e-15 1.58e-15 7.19e-16  -0.001   -2.69
P00638  -0.011  23.539 7.69e-17 5.18e-17 2.89e-17   0.001    0.67
P03582  -0.034  23.160 2.05e-17 1.61e-17 1.11e-17  -0.001    2.29
P02319  -0.007  19.730 1.13e-16 8.50e-17 4.42e-17   0.002   -4.68
